id,front_pixels,front_h,front_w,front_hw_ratio,front_lean,front_top_base_ratio,front_cy_ratio,front_cx_ratio,front_fill_ratio,front_symmetry,top_pixels,top_h,top_w,top_hw_ratio,top_lean,top_top_base_ratio,top_cy_ratio,top_cx_ratio,top_fill_ratio,top_symmetry,label
TRAIN_0405,11937,141,237,0.5949367088607594,50.57892179415842,1.4074074074074074,0.5241528440981821,0.6348900302979531,0.3572133943801059,0.9169744660350089,9908,68,231,0.2943722943722944,9.26203965603807,0.74235807860262,0.4972428635109676,0.6649038340230117,0.6307613954672778,0.9682161303138657,unstable
TRAIN_0406,14988,159,266,0.5977443609022557,71.88862252592773,1.367816091954023,0.5177741151254337,0.6939727128925363,0.35437650730600084,0.9801823226317875,12541,72,259,0.277992277992278,9.710514064327697,0.9356435643564357,0.49646783549956147,0.7238688352204768,0.6725117975117975,0.9146564885496183,unstable
TRAIN_0407,10659,207,133,1.556390977443609,8.321457661932925,0.32038834951456313,0.45428354754980144,0.5204155525846702,0.38716356107660455,0.7833361218002343,4826,66,148,0.44594594594594594,4.953651952823094,0.532258064516129,0.4980266395565686,0.514800473131648,0.4940622440622441,0.9950392724266226,unstable
TRAIN_0408,12993,167,126,1.3253968253968254,1.3777803432617475,1.2531645569620253,0.492602988147464,0.5022858863105775,0.6174793270601654,0.9842700061087355,4845,68,120,0.5666666666666667,0.10565406385839538,0.5932203389830508,0.4946836300309598,0.5053072325421396,0.59375,0.9872846595570139,stable
TRAIN_0409,10135,195,132,1.4772727272727273,1.6624213800613745,0.27184466019417475,0.4632577392698569,0.5030391794112811,0.39374514374514374,0.96528989722707,4331,66,127,0.5196850393700787,1.6879599245488635,0.5433070866141733,0.5002573501115986,0.5048752212729931,0.5167024576473396,0.9606156631960163,stable
TRAIN_0410,3048,161,61,2.639344262295082,20.002742141409527,1.0,0.46091357720909887,0.43783662784339455,0.3103553609612056,0.8350391330523781,1027,16,82,0.1951219512195122,4.873654724205977,0.7804878048780488,0.4970712633885102,0.4125968638429081,0.7827743902439024,0.9450757575757576,unstable
TRAIN_0411,5788,161,108,1.4907407407407407,29.265137368820916,0.8135593220338984,0.46616158071296937,0.4455149663096061,0.3328732459167242,0.8492012779552716,1967,16,139,0.11510791366906475,2.9576420021259935,0.9568345323741008,0.49616590408405353,0.3772917196237926,0.8844424460431655,0.8822966507177034,unstable
TRAIN_0412,3044,151,37,4.081081081081081,8.179251322483907,1.25,0.46739487516425754,0.5217675481822164,0.5448362269554322,0.9036898061288305,603,35,21,1.6666666666666667,3.8416252072968575,1.2307692307692308,0.46680227335544505,0.5087021489773356,0.8204081632653061,0.9142857142857143,unstable
TRAIN_0413,2581,120,104,1.1538461538461537,9.447051567402326,1.2380952380952381,0.4869862294976108,0.5246079119850188,0.20681089743589742,0.9146884272997032,610,29,119,0.24369747899159663,98.15983606557376,10.0,0.4977202868852459,0.5375256147540983,0.17676035931614026,0.90625,unstable
TRAIN_0414,10769,147,122,1.2049180327868851,1.527950598941402,1.2278481012658229,0.5027422462624199,0.5026769546847433,0.6004795360767258,0.9810522442972774,3834,65,118,0.5508474576271186,5.713233877446896,0.576271186440678,0.4970012008781082,0.5086391225439054,0.4998696219035202,0.9752704791344667,stable
TRAIN_0415,3285,164,83,1.9759036144578312,7.783658925150775,1.25,0.46225266362252665,0.4752838026382547,0.2413311783720247,0.9312169312169312,602,29,86,0.3372093023255814,63.57225913621264,9.5,0.4967469545957918,0.45917254983388706,0.2413793103448276,0.9419354838709677,unstable
TRAIN_0416,2491,94,81,1.1604938271604939,28.781218927649064,1.2,0.5225844289441991,0.4164345811588385,0.3271604938271605,0.9629629629629629,1501,100,119,0.8403361344537815,13.199735293527823,0.5789473684210527,0.6253400510770598,0.5310782395069954,0.1261344537815126,0.8238153098420413,unstable
TRAIN_0417,14846,206,228,0.9035087719298246,50.29479477604838,1.1395348837209303,0.46761455807400426,0.6331861275764515,0.31608754896951113,0.9198241303504462,14333,215,154,1.396103896103896,18.029518794234775,0.7129629629629629,0.2571516924812205,0.5497527922160981,0.432890365448505,0.8758015966496532,unstable
TRAIN_0418,10961,225,128,1.7578125,7.984977974039452,0.3018867924528302,0.441641815299699,0.5183840719368671,0.38059027777777776,0.7910130718954248,4704,66,140,0.4714285714285714,3.63295283659221,0.5454545454545454,0.4976488316680839,0.5121511169571996,0.509090909090909,0.9773013871374527,unstable
TRAIN_0419,10428,205,128,1.6015625,19.611460329856044,0.3106796116504854,0.4576725522631377,0.4477411076748498,0.39740853658536585,0.8668098818474759,6935,66,159,0.41509433962264153,22.636834614556335,0.8292682926829268,0.5005148251622206,0.41992910358086993,0.6608538212311797,0.9125758411472698,unstable
TRAIN_0420,9131,152,133,1.1428571428571428,1.6919833534114446,0.5164835164835165,0.4892376702077173,0.5031041233161756,0.45167194301543334,0.9897581172368708,4368,67,128,0.5234375,0.18046209408566938,0.5433070866141733,0.49763013679029305,0.5039044614239927,0.5093283582089553,0.9764705882352941,stable
TRAIN_0421,11485,191,77,2.4805194805194803,5.691042370189081,1.2419354838709677,0.46620229284574083,0.5088986086924975,0.7809206500305976,0.98462070157249,1708,30,127,0.23622047244094488,78.1167056986729,31.333333333333332,0.49364357679547227,0.5020400322014051,0.4482939632545932,0.986046511627907,stable
TRAIN_0422,10554,113,176,0.6420454545454546,40.69567293705529,1.3048780487804879,0.5520038808350705,0.3802418909102394,0.5306717618664522,0.9894439208294062,10688,160,143,1.118881118881119,12.26881766821063,0.7746478873239436,0.6575710882921656,0.5382511344498503,0.4671328671328671,0.9763313609467456,unstable
TRAIN_0423,9853,169,76,2.223684210526316,6.748889428073426,1.2258064516129032,0.4776434947900809,0.5095328410974661,0.7671286203674867,0.9670592932721102,1299,16,90,0.17777777777777778,1.6408775981524286,1.2328767123287672,0.49424437066974597,0.5204664645881447,0.9020833333333333,0.9711684370257967,stable
TRAIN_0424,4615,107,115,0.9304347826086956,42.07614255006746,1.3953488372093024,0.5209563470566992,0.4288416395810762,0.37505079236082894,0.988367083153813,6411,96,148,0.6486486486486487,15.235480909811002,0.9054054054054054,0.6149416042739042,0.5281738255862319,0.45122466216216217,0.952787084983247,unstable
TRAIN_0425,9272,152,133,1.1428571428571428,1.298425366695426,0.5164835164835165,0.4867744171519988,0.5020792327257694,0.45864661654135336,0.987566988210075,4592,67,128,0.5234375,0.10189212974603379,0.5433070866141733,0.49872967479674796,0.503564850101626,0.5354477611940298,0.9991292990857641,stable
TRAIN_0426,9846,169,76,2.223684210526316,6.868874774724844,1.2258064516129032,0.47586794975963165,0.509220379257228,0.7665836188103394,0.9633100697906282,1532,16,90,0.17777777777777778,0.05211778357991648,1.0,0.49480016590513487,0.502265896975631,1.0638888888888889,0.9947916666666666,stable
TRAIN_0427,14919,189,126,1.5,1.1435067837660995,1.2625,0.4845087081350403,0.5024498611948969,0.626480221718317,0.9807488050982475,5185,70,119,0.5882352941176471,0.1993181480189321,1.0,0.4954857762777242,0.5073363669238187,0.6224489795918368,0.9812762705387849,stable
TRAIN_0428,10370,195,132,1.4772727272727273,1.377049180327873,0.27184466019417475,0.4636112283027965,0.5022839822404371,0.40287490287490285,0.9763674480655613,4620,66,127,0.5196850393700787,0.5267285923825682,0.5433070866141733,0.49969561688311687,0.5045685651154401,0.5511811023622047,0.9802828975567939,stable
TRAIN_0429,12369,169,156,1.0833333333333333,33.7951734174145,1.1518987341772151,0.48516031341795346,0.586706180774517,0.4691624943104233,0.9429783223374175,9210,143,145,0.9862068965517241,14.41012432782719,0.625,0.37581122195077815,0.5393328130655085,0.4441765131420304,0.928391959798995,unstable
TRAIN_0430,9178,158,118,1.3389830508474576,7.718500381797753,1.2666666666666666,0.48037880438730296,0.5094391820113314,0.4922763355503111,0.9686829686829687,1503,30,129,0.23255813953488372,84.61643379906852,89.0,0.4948211216455977,0.5081157130184076,0.3883720930232558,0.9854689564068693,stable
TRAIN_0431,2366,114,89,1.2808988764044944,0.21703660165198357,1.1428571428571428,0.4843915099323753,0.5020560369118061,0.2331953479203627,0.940935192780968,322,28,97,0.28865979381443296,86.95652173913044,19.0,0.4964091614906832,0.5024909420289855,0.11855670103092783,0.8295454545454546,stable
TRAIN_0432,9084,152,133,1.1428571428571428,1.0083663584323972,0.5164835164835165,0.48851718451856746,0.5013238707250843,0.44934705184012663,0.9847061393926152,4463,67,128,0.5234375,0.8045397362209883,0.5433070866141733,0.4991696775337964,0.5008221534468594,0.5204057835820896,0.9370659722222222,stable
TRAIN_0433,9174,158,118,1.3389830508474576,7.689342044805244,1.2666666666666666,0.48053205163142215,0.5095151151805828,0.4920617893155975,0.9678249678249679,1526,30,129,0.23255813953488372,83.95609436435126,89.0,0.49494866754041067,0.5063960790738314,0.3943152454780362,1.0,stable
TRAIN_0434,14877,189,126,1.5,1.015625582001718,1.2625,0.4858420646523716,0.5021168372319688,0.6247165532879818,0.9955734406438632,4910,70,119,0.5882352941176471,0.5905035547715443,1.0,0.49872231415478613,0.5083550789205703,0.5894357743097239,0.9285153181461115,stable
TRAIN_0435,10996,227,129,1.7596899224806202,0.4511350489826498,0.25925925925925924,0.44153816349884806,0.5031505301170123,0.375507973909777,0.9702562264827091,4510,66,124,0.532258064516129,0.33520237513621964,0.5528455284552846,0.4987487296747968,0.5053838691796009,0.5510752688172043,0.977202981148619,stable
TRAIN_0436,9956,169,76,2.223684210526316,7.029829859078546,1.2258064516129032,0.4759179975224321,0.5088012253917236,0.7751479289940828,0.9852442671984047,1542,16,90,0.17777777777777778,0.08365758754862895,1.0,0.4948592196281885,0.5023863083657588,1.0708333333333333,0.9820051413881749,stable
TRAIN_0437,7604,137,117,1.170940170940171,9.753962289808072,1.3454545454545455,0.4898874495879362,0.5095515792126951,0.47439016782082477,0.9522464698331193,1149,28,131,0.21374045801526717,91.5509138381201,85.0,0.4957594466202495,0.514455504786771,0.3132497273718648,0.7953125,stable
TRAIN_0438,10857,147,122,1.2049180327868851,1.4712627797734115,1.2278481012658229,0.5001892500230266,0.5025293301556599,0.6053864168618267,0.9833759590792839,4256,65,118,0.5508474576271186,6.823112411503217,0.6666666666666666,0.4921770980184837,0.5017481447760025,0.5548891786179921,0.9897148200093502,stable
TRAIN_0439,3015,152,30,5.066666666666666,4.677250113070983,1.2,0.4705811221669431,0.48411069651741295,0.6611842105263158,0.8890977443609023,446,16,28,0.5714285714285714,0.7767456758488152,0.8571428571428571,0.496023682735426,0.4739816890881913,0.9955357142857143,0.8739495798319328,unstable
TRAIN_0440,4076,100,141,0.7092198581560284,57.01395552728437,1.325,0.5375610790807982,0.39247653949950934,0.28907801418439716,0.9892630551488532,8508,116,158,0.7341772151898734,15.32642741995511,1.348314606741573,0.6469343191701927,0.534670187862404,0.46420776953295506,0.9513761467889909,unstable
TRAIN_0441,10201,195,132,1.4772727272727273,1.5491915820650206,0.27184466019417475,0.4614281585955626,0.5025375371695585,0.3963092463092463,0.9715887127947429,4522,66,127,0.5196850393700787,2.6586269139478986,0.5433070866141733,0.4979930294486215,0.503062573713696,0.539489382009067,0.9868189806678384,stable
TRAIN_0442,12034,168,156,1.0769230769230769,33.3425672983642,1.1645569620253164,0.4818444095894964,0.5903092280206083,0.45917277167277165,0.9602541130477277,8860,140,146,0.958904109589041,17.920301569340324,0.6339285714285714,0.37314063675696013,0.5451596595184349,0.4334637964774951,0.9252498913515863,unstable
TRAIN_0443,2611,129,103,1.2524271844660195,9.129241416777859,1.1428571428571428,0.47706817311374955,0.5240379244861483,0.19650786483028523,0.9002911208151383,634,49,101,0.48514851485148514,87.48343848580441,4.25,0.468142087276551,0.5097224960567823,0.1281066882198424,0.9096385542168675,unstable
TRAIN_0444,2790,84,108,0.7777777777777778,43.53889990188421,1.2647058823529411,0.5355118727598566,0.3754078927718041,0.30753968253968256,0.9162087912087912,1794,125,120,1.0416666666666667,15.112971133091406,5.625,0.6553122677443329,0.5303601704756596,0.1196,0.9228295819935691,unstable
TRAIN_0445,3457,190,98,1.9387755102040816,35.882261029202425,1.0,0.4432891295439205,0.3899063494359271,0.18566058002148228,0.9046831955922865,2380,30,162,0.18518518518518517,6.264985994397762,42.0,0.49754136029411766,0.28229604341736697,0.4897119341563786,0.9178082191780822,unstable
TRAIN_0446,11630,157,192,0.8177083333333334,32.827515047291485,1.240506329113924,0.48598407494984236,0.5841862371023215,0.38581475583864117,0.9325357261548687,9711,138,146,0.9452054794520548,14.981950474327562,0.6486486486486487,0.37361089657776403,0.5408720887824804,0.48198332340678973,0.9503916449086162,unstable
TRAIN_0447,7984,116,151,0.7682119205298014,15.72515280289133,0.8356164383561644,0.5084341860804943,0.5397096275885104,0.4558118291847454,0.965534219596258,6365,67,167,0.40119760479041916,10.763056204716747,0.6619718309859155,0.49669497905210785,0.5387863315003928,0.5688622754491018,0.9651126891015746,unstable
TRAIN_0448,14706,189,126,1.5,1.2018046432047527,1.2625,0.48590073779409765,0.5029349556870212,0.6175359032501889,0.9814066289409863,4732,70,119,0.5882352941176471,4.874655035790823,1.0,0.4933123767258383,0.5105393904973232,0.5680672268907563,0.9096045197740112,stable
TRAIN_0449,13624,204,167,1.221556886227545,40.940078872644335,1.2876712328767124,0.4464295544627129,0.6355999752275396,0.3999060702125161,0.9196843736790193,10835,162,160,1.0125,18.724202763294727,0.8482142857142857,0.30066432087371175,0.5522542205045378,0.41801697530864196,0.9032144739153346,unstable
TRAIN_0450,12255,141,239,0.5899581589958159,52.90408301211201,1.4074074074074074,0.5233933003535972,0.6414307935536515,0.363660642749043,0.9317465321563683,10271,68,232,0.29310344827586204,7.34934459667511,0.7478260869565218,0.498179542725473,0.6727018121409795,0.6510522312373225,0.9310020680579056,unstable
TRAIN_0451,11865,136,174,0.7816091954022989,41.75697861137249,1.7333333333333334,0.5333109460598399,0.3899309945217025,0.501394523326572,0.9230145867098866,11187,161,147,1.0952380952380953,14.81948106538269,0.7432432432432432,0.6627616969845952,0.5403251262626263,0.4726834833312207,0.9284606102396139,unstable
TRAIN_0452,11140,186,82,2.268292682926829,10.988280904431093,1.3898305084745763,0.4711905296229803,0.4942088850239377,0.7303960136375557,0.9468717231737155,2923,33,135,0.24444444444444444,1.5540551002750647,0.7659574468085106,0.5354756457406774,0.5184786249857453,0.6561167227833895,0.9657027572293208,unstable
TRAIN_0453,10682,180,118,1.5254237288135593,6.38776866213766,1.2419354838709677,0.47116327895837234,0.5093564231885415,0.5029190207156309,0.9744916820702403,1598,29,130,0.2230769230769231,81.66176470588235,23.25,0.4949546307884856,0.5062806372549019,0.42387267904509285,1.0,stable
TRAIN_0454,9148,158,118,1.3389830508474576,7.71054898512412,1.2666666666666666,0.4803036410508672,0.5094598887735023,0.4906672387899592,0.9707022834984921,1526,30,129,0.23255813953488372,83.95609436435126,89.0,0.49494866754041067,0.5063960790738314,0.3943152454780362,1.0,stable
TRAIN_0455,10317,195,132,1.4772727272727273,1.4827592785579498,0.27184466019417475,0.46357776202707507,0.5025758961745985,0.4008158508158508,0.9692689444550486,4477,66,127,0.5196850393700787,0.9620313810036976,0.5433070866141733,0.5013995141836051,0.5060907369146005,0.5341207349081365,0.9792219274977896,stable
TRAIN_0456,13704,191,197,0.9695431472081218,37.91424365375482,1.1904761904761905,0.47590271696828174,0.598694572144386,0.36420655380444894,0.9616375608359576,10709,165,144,1.1458333333333333,15.431653208874451,0.6576576576576577,0.33140665367136674,0.539225184424316,0.45071548821548824,0.8611400764685436,unstable
TRAIN_0457,8044,143,106,1.349056603773585,13.705349853878545,1.3272727272727274,0.4891304207069451,0.49628313805320734,0.5306768702995118,0.9614728115093879,2271,27,133,0.20300751879699247,0.360111131268269,0.5413533834586466,0.5239087956847204,0.5105668849992661,0.6324143692564745,0.9747826086956521,unstable
TRAIN_0458,7661,109,165,0.6606060606060606,18.562655005873893,1.2,0.5100335710090066,0.5470381640777966,0.4259660828468168,0.9940135346173867,6648,67,178,0.37640449438202245,7.154663404353016,0.6289308176100629,0.4965900615473325,0.5522678343110711,0.5574375314439041,0.9587507365939893,unstable
TRAIN_0459,9650,166,135,1.2296296296296296,1.4154404145077706,0.25742574257425743,0.47992524827288424,0.5023839594127807,0.43061133422579206,0.9794871794871794,4739,67,127,0.5275590551181102,0.12896810637582234,0.5609756097560976,0.49877787156221426,0.5037911259407751,0.5569397108943471,0.9995780590717299,stable
TRAIN_0460,11429,191,77,2.4805194805194803,5.882742852826368,1.2419354838709677,0.46725389724968647,0.5085142965992943,0.7771129394166043,0.9949380345610054,1666,30,127,0.23622047244094488,76.95278111244498,31.333333333333332,0.49351771958783514,0.4990089785914366,0.4372703412073491,0.992822966507177,stable
TRAIN_0461,2642,127,85,1.4941176470588236,0.1833542687441252,1.1904761904761905,0.47970386228867024,0.5016736847085541,0.24474293654469662,0.9775449101796407,324,29,96,0.3020833333333333,84.19753086419752,4.75,0.4967126414609053,0.5011654449588477,0.11637931034482758,0.8409090909090909,stable
TRAIN_0462,11438,191,77,2.4805194805194803,5.650576332944553,1.2419354838709677,0.4657767693215597,0.5091699087835869,0.777724892908139,0.974792817679558,1708,30,127,0.23622047244094488,78.1167056986729,31.333333333333332,0.49364357679547227,0.5020400322014051,0.4482939632545932,0.986046511627907,stable
TRAIN_0463,5366,100,110,0.9090909090909091,14.070443533358173,0.9523809523809523,0.504480370232327,0.5353396967014535,0.4878181818181818,0.9837338262476895,2916,65,148,0.4391891891891892,5.817212990255399,0.5540540540540541,0.4994596979309556,0.530924032636031,0.30311850311850314,0.8608806636885769,unstable
TRAIN_0464,11034,228,128,1.78125,7.343879789250906,0.27358490566037735,0.44300736171530425,0.5181824361065797,0.37808388157894735,0.7542130365659777,4709,85,121,0.7024793388429752,0.3796408608110653,0.18181818181818182,0.4845978666737453,0.5019582404261344,0.4578512396694215,0.8934459187776438,unstable
TRAIN_0465,10761,227,129,1.7596899224806202,0.9438486067225256,0.25925925925925924,0.4393701793513614,0.5023319161787938,0.3674828398729638,0.9679956108266277,4280,66,124,0.532258064516129,2.373565639141276,0.5528455284552846,0.4973617601246106,0.5034979799454828,0.52297165200391,0.977818853974122,stable
TRAIN_0466,9912,180,135,1.3333333333333333,1.2656376109765972,0.2621359223300971,0.47302407015065917,0.5019938479452516,0.4079012345679012,0.9800239712345186,4560,66,127,0.5196850393700787,0.5245365346355584,1.0,0.5010719343932749,0.5025053682383042,0.5440229062276306,0.9903972064600611,stable
TRAIN_0467,10998,147,122,1.2049180327868851,1.1243614541486977,1.2278481012658229,0.4993803324089228,0.5021166253712797,0.6132485781197725,0.9945593035908596,4328,65,118,0.5508474576271186,0.44985075955312936,0.576271186440678,0.4990824043052988,0.5061698532809612,0.5642764015645372,0.9364653243847875,stable
TRAIN_0468,7638,137,117,1.170940170940171,9.927660302141277,1.3454545454545455,0.48915305599196995,0.5090992406389107,0.4765113232266517,0.977219777375097,1165,28,131,0.21374045801526717,88.99828326180258,85.0,0.4951604971387697,0.5078080293276109,0.3176117775354417,0.9161184210526315,stable
TRAIN_0469,15958,200,126,1.5873015873015872,0.7369598072177155,1.275,0.4794111234699419,0.5017766363266073,0.6332539682539683,0.9969966211988487,5397,72,75,0.96,0.3893629437943389,0.9866666666666667,0.49558782657031686,0.5025954812858996,0.9994444444444445,0.9568527918781726,stable
TRAIN_0470,9180,152,133,1.1428571428571428,1.3459694989106765,0.5164835164835165,0.4894982298474946,0.5022030455700799,0.4540957657301148,0.978021978021978,4382,67,128,0.5234375,0.3707741254160908,0.5433070866141733,0.49814344667579497,0.5034528088391906,0.5109608208955224,0.9579982126899017,stable
TRAIN_0471,12877,167,126,1.3253968253968254,1.5401491030519594,1.2531645569620253,0.4939404639408765,0.5027087216225311,0.6119665431042677,0.9819916884716022,4585,68,120,0.5666666666666667,1.298059113690158,0.5932203389830508,0.49564533351508544,0.5088990367139222,0.5618872549019608,0.9610778443113772,stable
TRAIN_0472,8351,148,112,1.3214285714285714,8.795476912387898,1.2413793103448276,0.4837488274857302,0.5088602787091366,0.5038006756756757,0.988806858775899,1412,29,129,0.2248062015503876,84.01133144475921,21.75,0.49623576192162416,0.5006805506373938,0.37743918738305265,0.9943502824858758,stable
TRAIN_0473,2786,131,85,1.5411764705882354,5.944295035947306,1.1904761904761905,0.4815848214285714,0.4809108787987557,0.25020206555904806,0.905608755129959,587,33,96,0.34375,2.9747787426767047,0.7647058823529411,0.5329225227143669,0.5071159852356616,0.18529040404040403,0.9566666666666667,unstable
TRAIN_0474,9804,180,135,1.3333333333333333,1.478988168094645,0.2621359223300971,0.47421572189922484,0.5025494483544132,0.4034567901234568,0.9611922384476895,4378,66,127,0.5196850393700787,0.06334876329026429,1.0,0.49952948930257346,0.503890189584285,0.5223097112860893,0.9738503155996393,stable
TRAIN_0475,14925,189,126,1.5,1.1501637700178264,1.2625,0.48469447934115023,0.502467197096594,0.626732174351222,0.9815454062665958,5218,70,119,0.5882352941176471,0.05939523673740155,1.0,0.494849060144372,0.5066626341510158,0.6264105642256903,0.9938861291555215,stable
TRAIN_0476,10231,191,130,1.4692307692307693,6.74105651651746,0.3106796116504854,0.4652804079920503,0.5176511134460626,0.4120418848167539,0.7955422955422955,4499,66,141,0.46808510638297873,3.1308563315168385,0.536,0.4997233181447729,0.5097805299325776,0.483451536643026,0.9560869565217391,unstable
TRAIN_0477,3548,164,48,3.4166666666666665,12.654851792359636,1.380952380952381,0.46757562946260806,0.5352230423243142,0.4507113821138211,0.9526692350027518,806,30,124,0.24193548387096775,98.87179487179488,15.333333333333334,0.4962359129445823,0.5560897435897436,0.21666666666666667,0.9009433962264151,unstable
TRAIN_0478,10490,165,90,1.8333333333333333,1.754839435325806,1.2615384615384615,0.4816874205592628,0.5354352855894503,0.7063973063973064,0.9867424242424242,1671,16,99,0.16161616161616163,0.7830640335128578,0.98989898989899,0.4951064731697586,0.5554246459206064,1.0549242424242424,0.9940334128878282,unstable
TRAIN_0479,11889,210,212,0.9905660377358491,47.23974611388172,0.5585585585585585,0.4359719768974122,0.3740778415622284,0.26704851752021563,0.9098795180722892,8480,223,140,1.5928571428571427,29.78044559137072,2.1666666666666665,0.623440263856132,0.5199590335102201,0.2716207559256887,0.8748618173778465,unstable
TRAIN_0480,14390,206,151,1.3642384105960266,36.516101113842296,1.1358024691358024,0.4640248581190642,0.40219770674079225,0.46261171478171415,0.9958391123439667,11203,70,186,0.3763440860215054,10.721330154600707,0.9086021505376344,0.49665663401172305,0.2913124088785742,0.8604454685099846,0.9308859014133057,unstable
TRAIN_0481,10835,207,201,1.0298507462686568,26.33940932164282,0.42857142857142855,0.4561682818027996,0.5672901284417782,0.2604129112889658,0.9571893063583815,9044,224,135,1.6592592592592592,6.1365454853282415,0.20967741935483872,0.3734612265959015,0.51453138821318,0.29907407407407405,0.8751814223512336,unstable
TRAIN_0482,11004,227,129,1.7596899224806202,0.717639903037508,0.2616822429906542,0.44215361080819093,0.5030251783442384,0.37578116996209404,0.9671076153021094,4469,66,124,0.532258064516129,0.6420696108545769,0.5528455284552846,0.4989289643469829,0.5063050085776087,0.5460654936461388,0.9879893238434164,stable
TRAIN_0483,9161,158,118,1.3389830508474576,7.798118438759872,1.2666666666666666,0.48001463404650146,0.509231843321326,0.49136451405277837,0.9773364990287071,1526,30,129,0.23255813953488372,83.95609436435126,89.0,0.49494866754041067,0.5063960790738314,0.3943152454780362,1.0,stable
TRAIN_0484,14723,189,126,1.5,1.1699542708932427,1.2625,0.48669262520093276,0.5025187348592904,0.6182497690434199,0.9794299542887873,4962,70,119,0.5882352941176471,6.811382121249977,1.0,0.49104286326078195,0.5025196703278249,0.5956782713085234,0.9935717155484131,stable
TRAIN_0485,2656,142,81,1.7530864197530864,22.953697259156144,1.1153846153846154,0.4658791415662651,0.4309856613955823,0.23091636237176144,0.8691062631949331,1165,29,93,0.3118279569892473,44.75085836909872,23.25,0.4979479613733906,0.3984397353361946,0.43196143863552094,0.9288079470198676,unstable
TRAIN_0486,11378,191,77,2.4805194805194803,5.435582180880118,1.2419354838709677,0.46615269965430367,0.5095638696021562,0.7736452029645747,0.9671507607192255,1708,30,127,0.23622047244094488,78.1167056986729,31.333333333333332,0.49364357679547227,0.5020400322014051,0.4482939632545932,0.986046511627907,stable
TRAIN_0487,9666,166,135,1.2296296296296296,1.356196979102009,0.25742574257425743,0.48005627543278845,0.5022296796330782,0.43132530120481927,0.9827692307692307,4615,67,127,0.5275590551181102,0.5382953760827149,0.5609756097560976,0.4996196731672084,0.5052365474900686,0.5423669056293337,0.9926597582037997,stable
TRAIN_0488,3615,170,26,6.538461538461538,0.30696663496044607,1.2380952380952381,0.4618487782388197,0.5019414188566159,0.8178733031674208,0.9614758545849159,395,30,91,0.32967032967032966,78.14345991561181,7.0,0.49409941983122363,0.5021097046413502,0.1446886446886447,0.8632075471698113,stable
TRAIN_0489,2366,114,89,1.2808988764044944,0.21703660165198357,1.1428571428571428,0.4843915099323753,0.5020560369118061,0.2331953479203627,0.940935192780968,322,28,97,0.28865979381443296,86.95652173913044,19.0,0.4964091614906832,0.5024909420289855,0.11855670103092783,0.8295454545454546,stable
TRAIN_0490,11110,227,129,1.7596899224806202,1.0504063014707015,0.25925925925925924,0.44306039978997896,0.5022394426942695,0.3794010176552949,0.9758136226213765,4560,66,124,0.532258064516129,0.07569300069300766,0.5528455284552846,0.5004585846125731,0.5049696180555555,0.5571847507331378,0.9808861859252823,stable
TRAIN_0491,10689,208,133,1.5639097744360901,6.778323510150614,0.3106796116504854,0.45448762551844574,0.5163498008076839,0.38638663967611336,0.8019217801753203,4800,66,140,0.4714285714285714,2.963255042462862,0.532258064516129,0.4993684895833333,0.5089718967013889,0.5194805194805194,0.9892250310816411,unstable
TRAIN_0492,3081,164,72,2.2777777777777777,25.032328224884623,1.0,0.45550264389267553,0.4234750283998702,0.2609247967479675,0.8936693300553166,1475,16,103,0.1553398058252427,3.8941274201112037,0.7864077669902912,0.4976571327683616,0.3695321327683616,0.8950242718446602,0.9745649263721553,unstable
TRAIN_0493,10915,186,86,2.1627906976744184,14.482270828289131,1.3898305084745763,0.4724487994350282,0.48452411627729425,0.6823580895223806,0.9759232440260681,3384,40,132,0.30303030303030304,0.4782683956991889,0.7204301075268817,0.5453382030634358,0.5119896325847123,0.6409090909090909,0.9894179894179894,unstable
TRAIN_0494,8306,148,112,1.3214285714285714,9.314245800409338,1.2413793103448276,0.4860868649169275,0.5075093180632474,0.5010859073359073,0.9663825757575758,1173,29,129,0.2248062015503876,77.13192668371696,21.75,0.49572410485933505,0.4827654340721796,0.31355252606255013,0.9681208053691275,stable
TRAIN_0495,11312,191,77,2.4805194805194803,5.73902424413518,1.2419354838709677,0.4661011720591702,0.5092405097094531,0.7691575440266539,0.9741710296684118,1708,30,127,0.23622047244094488,78.1167056986729,31.333333333333332,0.49364357679547227,0.5020400322014051,0.4482939632545932,0.986046511627907,stable
TRAIN_0496,12903,167,126,1.3253968253968254,1.333449585367731,1.2531645569620253,0.4935595161977835,0.5021704416285618,0.6132021670943827,0.9958236658932714,4600,68,120,0.5666666666666667,0.4863724198506816,0.5932203389830508,0.49899343297101445,0.5062986865942029,0.5637254901960784,0.9230769230769231,stable
TRAIN_0497,9922,180,135,1.3333333333333333,1.7387623463011437,0.2621359223300971,0.47227121548074985,0.5032259436101593,0.4083127572016461,0.9745273631840796,4564,66,127,0.5196850393700787,1.4949380382786899,1.0,0.49916979349255036,0.5054964806091148,0.5445001193032689,0.9852109612875163,stable
TRAIN_0498,12969,167,126,1.3253968253968254,1.2534047628519431,1.2531645569620253,0.49207866675662476,0.5023318827588866,0.61633875106929,0.9806047648136835,4881,68,120,0.5666666666666667,0.05395007232746707,0.5932203389830508,0.49488663525233895,0.5051725867308612,0.5981617647058823,0.971324717285945,stable
